"Nature and Culture, by Harvey Rice",38022
"The Baculum in Microtine Rodents, by Sydney Anderson",38021
"Girl Scouts in the Rockies, by Lillian Elizabeth Roy",38018
"Schools, School-Books and Schoolmasters, by W. Carew Hazlitt",38017
"Animals of the Past, by Frederic A. Lucas",38013
"The Story of Seville, by Walter M. Gallichan",38009
"Poems, by Arthur Macy",37999
"The American Reformed Cattle Doctor, by George Dadd",37997
"Beethoven: A Memoir (2nd Ed.), by Elliott Graeme",37996
"A Literary History of the Arabs, by Reynold Nicholson",37985
"The Golden Link of Friendship, by Various",37982
"May Flowers, by Louisa May Alcott",37981
"A Day With Longfellow, by Anonymous and Henry Wadsworth Longfellow",37980
"Diana Tempest, Volume III (of 3), by Mary Cholmondeley",37975
"Diana Tempest, Volume II (of 3), by Mary Cholmondeley",37974
"Diana Tempest, Volume I (of 3), by Mary Cholmondeley",37973
"More Portmanteau Plays, by Stuart Walker",37967
"Between the Dark and the Daylight, by Richard Marsh",37966
"Feminism and Sex-Extinction, by Arabella Kenealy",37964
"Miss Arnott's Marriage, by Richard Marsh",37963
"Maid of the Mist, by John Oxenham",37954
"The South American Republics, Part II (of 2), by Thomas C. Dawson",37950
"Scarlett of the Mounted, by Marguerite Merington",37949
"The Beautiful White Devil, by Guy Boothby",37948
"The Boy Volunteers with the French Airman, by Kenneth Ward",37927
"Forging Ahead in Business, by Various",37924
"The Old Debauchees. A Comedy (1732), by Henry Fielding",37923
"The South American Republics Part I of II, by Thomas C. Dawson",37920
"In Accordance with the Evidence, by Oliver Onions",37919
"Across the Stream, by Edward Frederic Benson",37917
"The Star People, by Gaylord Johnson",37916
"Notes on the Book of Genesis, by Charles Henry Mackintosh",37915
"The Gray Phantom, by Herman Landon",37913
"The Bobbsey Twins on the Deep Blue Sea, by Laura Lee Hope",37909
"International Monthly, Volume 4, No. 4, November 1, 1851, by Various",37904
"Profitable Squab Breeding, by Carl Dare",37901
"Life's Minor Collisions, by Frances Warner and Gertrude Warner",37899
"Oxford and Her Colleges, by Goldwin Smith",37893
"Bygone Cumberland and Westmorland, by Daniel Scott",37891
"The Brothers' War, by John Calvin Reed",37890
"Folk-Tales of the Khasis, by K. U. Rafy",37884
"Life of Oliver Wendell Holmes, by E. E. Brown",37878
"Ruysbroeck, by Evelyn Underhill",37870
"Divine Songs and Meditacions (1653), by Anne Collins",37867
"Essex Terraplane Six 1933 Owner's Manual of Information, by Anonymous",37863
"Poems - Second Series, by J. C. Squire",37861
"Poems - First Series, by J. C. Squire",37860
"Leaves in the Wind, by A. G. Gardiner",37858
"The Haunted Mine, by Harry Castlemon",37857
"Present Irish Questions, by William O'Connor Morris",37853
"Small Horses in Warfare, by Sir Walter Gilbey",37842
"The South Isles of Aran, by Oliver J. Burke",37840
"My Experiences in Manipur and the Naga Hills, by James Johnstone",37839
"The Story of Louie, by Oliver Onions",37838
"Peter and Polly in Winter, by Rose Lucia",37837
"Thirty Years in Australia, by Ada Cambridge",37825
"Chronicles of Martin Hewitt, by Arthur Morrison",37820
"Sketch of the life of Abraham Lincoln, by Isacc Newton Arnold",37818
"Gentlemen Rovers, by E. Alexander Powell",37812
"Rambles with John Burroughs, by Robert John De Loach",37811
"Carlyon Sahib, by Gilbert Murray",37808
"Mountain-Laurel and Maidenhair, by Louisa May Alcott",37807
"The Poetical Works of Robert Bridges, by Robert Bridges",37804
"Girl Scouts at Dandelion Camp, by Lillian Elizabeth Roy",37800
"England, Canada and the Great War, by Louis-Georges Desjardins",37792
"Birds and Man, by W. H. Hudson",37787
"The Rise of Cotton Mills in the South, by Broadus Mitchell",37784
"Life in an Indian Outpost, by Gordon Casserly",37782
"Notwithstanding, by Mary Cholmondeley",37781
"Punch, or the London Charivari, Volume 62, January 6, 1872, by Various",37779
"Considerations on Religion and Public Education, by Hannah More",37774
"The Phil May Album, by Phil May",37767
"A Damaged Reputation, by Harold Bindloss",37761
"Atlantic Classics, by Various",37758
"Poems of London and Other Verses, by John Presland",37752
"The Deluge and Other Poems, by John Presland",37751
"How to Collect a Doctor Bill, by Frank P. Davis",37748
"Fishes of the Big Blue River Basin, Kansas, by W. L. Minckley",37742
"The Civil War Centennial Handbook, by William H. Price",37740
"Egerton Ryerson and Education in Upper Canada, by J. Harold Putmam",37739
"A History of the Republican Party, by George Washington Platt",37737
"Some Jewish Witnesses For Christ, by Rev. A. Bernstein, B.D",37734
"Trees Worth Knowing, by Julia Ellen Rogers",37717
"The Crime of the Congo, by Sir Arthur Conan Doyle",37712
"Astronomical Lore in Chaucer, by Florence M. Grimm",37711
"Mavis of Green Hill, by Faith Baldwin",37710
"Leo XIII., the Great Leader, by Rev. A. P. Doyle",37709
"Oration On The Life And Services Of Thomas Paine,by Robert G. Ingersoll",37704
"Dawn of the Morning, by Grace Livingston Hill",37698
"Monks, Popes, and their Political Intrigues, by John Alberger",37693
"Cathedral Cities of Italy, by William Wiehe Collins",37692
"A Trooper Galahad, by Charles King",37688
"Lincoln, the Politician, by T. Aaron Levy",37686
"The Teaching of Geometry, by David Eugene Smith",37681
"The Myrtle Reed Cook Book, by Myrtle Reed",37680
"Ali Baba, or the Forty Thieves, by Unknown",37679
"The Story of a Life, by J. Breckenridge Ellis",37677
"The History of Cuba, vol. 2, by Willis Fletcher Johnson",37676
"The Panama Canal and its Makers, by Vaughan Cornish",37671
"Bible Stories, by Anonymous",37670
"Seed Thoughts for Singers, by Frank Herbert Tubbs",37662
"Of All Things, by Robert C. Benchley",37660
"List of Kegan Paul, Trench and Co.'s Publications (1887), by Anonymous",37658
"Thomas Hart Benton, by Theodore Roosevelt",37656
"Bye-a Baby Bunting and Other Rhymes, by Anonymous",37655
"Sentiment, Inc., by Poul William Anderson",37653
"A Century of Emblems, by G. S. Cautley",37648
"The Adventures of a Country Boy at a Country Fair, by James Otis",37647
"Punch, or The London Charivari, Vol. 62, January 20, 1872, by Various",37639
"Child of the Regiment, by Anonymous",37638
"Victor Hugo: His Life and Works, by G. Barnett Smith",37635
"Societies of the Kiowas, by Robert H Lowie",37633
"Servants of the Guns, by Jeffery E. Jeffery",37628
"Luck at the Diamond Fields, by Dalrymple J. Belgrave",37619
"Queens of the French Stage, by H. Noel Williams",37618
"Jungle Peace, by William Beebe",37614
"Search-Light Letters, by Robert Grant",37613
"The Story of Great Inventions, by Elmer Ellsworth Burns",37609
"Garden Design and Architects' Gardens, by W. Robinson",37607
"Voces Populi, by F. Anstey",37597
"Neuralgia and the Diseases that Resemble it, by Francis E. Anstie",37592
"A Crooked Mile, by Oliver Onions",37584
"The Coast of Adventure, by Harold Bindloss",37582
"Great Inventions and Discoveries, by Willis Duff Piercy",37574
"The Way of Decision, by M. C. Pease",37572
"A Man of Honor, by George Cary Eggleston",37563
"Open Water, by Arthur Stringer",37557
"Poems, by Edward Shanks",37556
"The Bobbsey Twins at Cedar Camp, by Laura Lee Hope",37554
"Ann Boyd, by Will N. Harben",37551
"Cupid in Africa, by P. C. Wren",37544
"Watt's Songs Against Faults, by Anonymous",37543
"Watt's Songs Against Evil, by Anonymous",37542
"Bungay Castle: A Novel. v. 1-2, by Elizabeth Bonhote",37533
"Sermons, by J. B. Lightfoot",37527
"Surnames as a Science, by Robert Ferguson",37520
"The Notorious Impostor and Diego Redivivus, by Elkanah Settle",37517
"The Cochineal, by Anonymous",37508
"IBM System 360 RPG Debugging Template and Keypunch Card, by Anonymous",37504
"Gammer Gurton's Needle, by Mr. S. Mr. of Art",37503
"Napoleon's Letters to Josephine, by Henry Foljambe Hall",37499
"Stories of Old Kentucky, by Martha Grassham Purcell",37498
"The Gospel According To Peter, by Walter R. Cassels",37494
"The Gray Phantom's Return, by Herman Landon",37490
"The Strand Magazine, Volume XXVII, Issue 160, April, 1904, by Various",37484
"The Postmaster, by Joseph C. Lincoln",37482
"The Tangled Skein, by Baroness Emmuska Orczy",37481
"Campaigning with Crook and Stories of Army Life, by Charles King",37480
"The Prose Writings of Heinrich Heine, by Heinrich Heine",37478
"Taking Chances, by Clarence L. Cullen",37477
"Jessie Graham, by Mary Jane Holmes",37476
"Yst?ni kertomus, by Mathilda Roos",37474
"L'Illustration, No. 3647, 18 Janvier 1913, by Various",37473
"Daisy Thornton, by Mary J. Holmes",37467
"Punch, or the London Charivari, Vol. 93, November 5, 1887, by Various",37465
"The Builders, by Ellen Glasgow",37463
"Natalie: A Garden Scout, by Lillian Elizabeth Roy",37458
"Rough-Hewn, by Dorothy Canfield",37451
"Comet's Burial, by Raymond Zinke Gallun",37448
"Cookery for Little Girls, by Olive Hyde Foster",37444
"The Motor Maids' School Days, by Katherine Stokes",37434
"The Motor Maids Across the Continent, by Katherine Stokes",37433
"Pride and Predjudice, a play, by Mary Keith Medbery Mackaye",37431
"Within the Rim and Other Essays, by Henry James",37425
"Views and Reviews, by Henry James",37424
"How We Think, by John Dewey",37423
"Paint Technology and Tests, by Henry A. Gardner",37420
"The World Turned Upside Down, by E. C. Clayton",37414
"The Duke Decides, by Headon Hill",37413
"The Empty Sack, by Basil King",37412
"A Primer of Assyriology, by Archibald Henry Sayce",37411
"Masters of French Music, by Arthur Hervey",37410
"The Travels and Adventures of James Massey, by Simon Tyssot de Patot",37400
"Edgar Saltus: The Man, by Marie Saltus",37398
"Fifty Years of Golf, by Horace G. Hutchinson",37394
"My Memoirs, by Marguerite Steinheil",37390
"Chlorination of Water, by Joseph  Race",37389
"Letters to Severall Persons of Honour, by John Donne",37387
"The Argentine Republic, by Anonymous",37383
"The Secret Toll, by Paul Thorne and Mabel Thorne",37378
"The True Story of my Parliamentary Struggle, by Charles Bradlaugh",37374
"The Right to Privacy, by Samuel D. Warren and Louis D. Brandeis",37368
"Verses of Feeling and Fancy, by W. M. MacKeracher",37367
"Vacation Verse, by W. M. MacKeracher",37366
"Sonnets and Other Verse, by W. M. MacKeracher",37365
"Object: matrimony, by Montague Glass",37360
"Determinism or Free-Will?, by Chapman Cohen",37358
"Annie o' the Banks o' Dee, by Gordon Stables",37357
"Pray You, Sir, Whose Daughter?, by Helen H. Gardener",37355
"Contemporary Socialism, by John Rae",37351
"Mortmain, by Arthur Cheny Train",37346
"The Expositor's Bible: Colossians and Philemon, by Alexander Maclaren",37345
"Caught by the Turks, by Francis Yeats-Brown",37343
"My Lord Duke, by E. W. Hornung",37337
"The Little Red Foot, by Robert W. Chambers",37333
"Notes of a Camp-Follower on the Western Front, by E. W. Hornung",37331
"The Domestic Cat, by Gordon Stables",37329
"Medical Life in the Navy, by Gordon Stables",37328
"O'er Many Lands, on Many Seas, by Gordon Stables",37327
"Poems on Golf, by Edinburgh Burgess Golfing Society",37323
"Tiny Luttrell, by Ernest William Hornung",37320
"The Boy's Book of Heroes, by Helena Peake",37315
"The Standard Galleries - Holland, by Esther Singleton",37313
"John Woolman's Journal, by John Woolman",37311
"Those Dale Girls, by Frank Weston Carruth",37304
"An Account of the Growth of Deism in England, by William Stephens",37302
"Henry James, by Rebecca West",37300
"Talks to Freshman Girls, by Helen Dawes Brown",37299
"Samboe; or, The African Boy, by Mary Ann Hedge",37296
"Soft Candy for Bees, by Dr. Burton N. Gates",37295
"The Red Cross Barge, by Marie Belloc Lowndes",37294
"The Divine Adventure Volume IV, by Fiona Macleod",37293
"The life and teaching of Karl Marx, by M. Beer",37290
"Abraham Lincoln's Religion, by Madison Clinton Peters",37287
"Dickens As an Educator, by James Laughlin Hughes",37284
"Chaucer and His England, by G. G. Coulton",37277
"Stage-coach and Tavern Days, by Alice Morse Earle",37272
"The City in the Clouds, by Cyril Arthur Edward Ranger Gull",37270
"The Triumph of Jill, by F. E. Mills Young",37269
"Hot corn: Life Scenes in New York Illustrated, by Solon Robinson",37268
"The Shadow of the Past, by F. E. Mills Young",37262
"The Bigamist, by F. E. Mills Young",37261
"Pink Gods and Blue Demons, by Cynthia Stockley",37258
"The Claw, by Cynthia Stockley",37257
"Caybigan, by James Hopper",37250
"Why I am opposed to socialism, by Various",37246
"Kitty's Conquest, by Charles King",37244
"Jane Oglander, by Marie Belloc Lowndes",37243
"Stories about Famous Precious Stones, by Mrs. Goddard Orpen",37239
"History of the Post Office in British North America, by William Smith",37238
"My Path to Atheism, by Annie Besant",37234
"The Moors in Spain, by Stanley Lane-Poole",37223
"Down the Yellowstone, by Lewis R. Freeman",37220
"Little Susy's Little Servants, by E. Prentiss",37219
"Reincarnations, by James Stephens",37213
"The Discards, by Lucullus Virgil McWhorter",37212
"The Breeding Birds of Kansas, by Richard F. Johnston",37210
"Winona of the Camp Fire, by Margaret Widdemer",37207
"The Sea and the Jungle, by H. M. Tomlinson",37205
"Telepathy and the Subliminal Self, by R. Osgood Mason",37203
"Problems in Periclean Buildings, by G. W. Elderkin",37197
"The Return of the Soldier, by Rebecca West",37189
"Ulster Folklore, by Elizabeth Andrews",37187
"An Introduction to the History of Japan, by Katsuro Hara",37186
"The War-Workers, by E. M. Delafield",37181
"Marjorie Dean College Junior, by Pauline Lester",37176
"In a Glass Darkly, v. 3/3, by Joseph Sheridan Le Fanu",37174
"In a Glass Darkly, v. 2/3, by Joseph Sheridan Le Fanu",37173
"In a Glass Darkly, v. 1/3, by Joseph Sheridan Le Fanu",37172
"Norston's Rest, by Ann S. Stephens",37168
"Games Without Music for Children, by Loïs Bates",37165
"The Pros and Cons of Vivisection, by Charles Richet",37158
"Science and hypothesis, by Henri Poincar?",37157
"Songs of Heroic Days, by Thomas O'Hagan",37154
"Queen Victoria, by Lytton Strachey",37153
"A Maid of Many Moods, by Virna Sheard",37152
"The Other Fellow, by F. Hopkinson Smith",37148
"The Leak, by Jacques Futrelle",37146
"The Image and the Likeness, by John Scott Campbell",37145
"Subconscious Religion, by Russell H. Conwell",37143
"Why I am in favor of socialism, by Various",37141
"The Elements of Style, by William Strunk",37134
"Songs of Womanhood, by Laurence Alma-Tadema",37132
"Salome, by Emma Marshall",37126
"Punch, or the London Charivari, Vol. 93, October 29, 1887, by Various",37125
"Charles Dickens' Children Stories, by Charles Dickens",37121
"Expositor's Bible: The Gospel According to St. Mark, by G. A. Chadwick",37120
"Sea-Weeds, Shells and Fossils, by Peter Gray and B. B. Woodward",37119
"Concerning Sally, by William John Hopkins",37118
"History of the Buccaneers of America, by James Burney",37116
"Frontier Folk, by George Booth",37110
"Health Through Will Power, by James J. Walsh",37109
"Cedric the Forester, by Bernard Gay Marshall",37102
"Poems, by Muriel Stuart",37087
"The Dales of Arcady, by Dorothy Una Ratcliffe",37086
"Outlook Odes, by T. W. H. Crosland",37085
"Great Ralegh, by Hugh De Selincourt",37080
"Punch, or the London Charivari, Vol. 93., October 22, 1887, by Various",37078
"Neghborly Poems and Dialect Sketches, by James Whitcomb Riley",37074
"A Brief Handbook of English Authors, by Oscar Fay Adams",37072
"Life of Mary Queen of Scots, Volume II (of 2), by Henry Glassford Bell",37059
"Life of Mary Queen of Scots, Volume I (of 2), by Henry Glassford Bell",37058
"Greene Ferne Farm, by Richard Jefferies",37046
"The Irish Ecclesiastical Record, Volume 1, June 1865, by Various",37044
"Stories of the Railroad, by John A. Hill",37038
"The Key to Success, by Russell H. Conwell",37036
"Religion And Health, by James J. Walsh",37032
"The Awful Australian, by Valerie Desmond",37022
"Children's Ways, by James Sully",37020
"The Comforts of Home, by Ralph Bergengren",37017
"The Recruiting Officer, by George Farquhar",37012
"Get-Rich-Quick Wallingford, by George Randolph Chester",37010
"Butterflies Worth Knowing, by Clarence M. Weed",37009
"Every Man for Himself, by Norman Duncan",36998
"Punch, or The London Charivari, Vol. 150, May 31, 1916, by Various",36995
"The Future of Brooklyn, by Alfred C. Chapin",36994
"Punch, or The London Charivari, Vol. 150, April 19, 1916, by Various",36981
"Papers from Overlook-House, by Casper Almore",36980
"Finger Prints, by Francis Galton",36979
"The Lost Heir, by G. A. Henty",36975
"Old Trails on the Niagara Frontier, by Frank H. Severance",36974
"The Women of the Confederacy, by J. L. Underwood",36969
"The Story of the Toys, by Mary Harris Toy Dodge",36966
"Harriet Martineau, by Florence Fenwick Miller",36965
"My Attainment of the Pole, by Frederick A. Cook",36962
"A Child of the Jago, by Arthur Morrison",36958
"Every Man His Own University, by Russell H. Conwell",36955
"City Ballads, by Will Carleton",36954
"The Heart of Canyon Pass, by Thomas K. Holmes",36953
"Addresses & Papers / Collectanea, by Peter Eade",36952
"Wild Life in a Southern County, by Richard Jefferies",36949
"Biography of Rev. Hosea Ballou, by Maturin M. Ballou",36946
"Twenty Quick Soups, by Sarah Tyson Heston Rorer",36943
"Romney, by C. Lewis Hind",36932
"Constable, by C. Lewis Hind",36931
"Murillo, by S. L. Bensusan",36930
"Leighton, by A. Lys Baldry",36929
"Memoir of Mary L. Ware, Wife of Henry Ware, Jr., by Edward B. Hall",36928
"The Story of Fifty-Seven Cents and Others, by Robert Shackleton",36917
"The Piper and the Reed, by Robert Norwood",36916
"His Lady of the Sonnets, by Robert W. Norwood",36915
"A Son of the Sahara, by Louise Gerard",36914
"Marjorie Dean, College Senior, by Pauline Lester",36906
"Praying for Money, by Russell H. Conwell",36899
"Increasing Personal Efficiency, by Russell H. Conwell",36898
"William the Third, by H. D. Traill",36895
"Health, Healing, and Faith, by Russell H. Conwell",36891
"The English Church in the Middle Ages, by William Hunt",36890
"The Irish Ecclesiastical Record, Volume 1, April 1865, by Various",36889
"The War Trail, by Elmer Russell Gregor",36888
"McClure's Magazine, Vol. 1, No. 5, October 1893, by Various",36886
"The Irish Ecclesiastical Record, Volume 1, March 1865, by Various",36883
"A Grammar of Freethought, by Chapman Cohen",36882
"The Sea Bride, by Ben Ames Williams",36881
"Niece Catherine, by Mary Hampden",36880
"Emerson Radio Model 39 Warranty Card, by Anonymous",36877
"Helena's Path, by Anthony Hope",36876
"Midnight Webs, by George Manville Fenn",36875
"Making a Rose Garden, by Henry H. Saylor",36872
"Progress Report, by Alex Apostolides and Mark Clifton",36867
"Invasion of France in 1814, by ?ile Erckmann and Alexandre Chatrian",36859
"A Very Naughty Girl, by L. T. Meade",36853
"Marjorie Dean College Freshman, by Pauline Lester",36851
"George Eliot, by Mathilde Blind",36847
"In New England Fields and Woods, by Rowland E. Robinson",36844
"The Works of Daniel Webster, Volume 1, by Daniel Webster",36843
"The Making of an Apostle, by R. J. Campbell",36840
"The Men Who Wrought, by Ridgwell Cullum",36836
"Throckmorton, by Molly Elliot Seawell",36829
"Tablets, by Amos Bronson Alcott",36825
"Marjorie Dean, High School Junior, by Pauline Lester",36823
"Advanced Toy Making for Schools, by David M. Mitchell",36815
"Rebel Verses, by Bernard Gilbert",36803
"The Principles Of Secularism, by George Jacob Holyoake",36797
"Bygones Worth Remembering, Vol. 2 (of 2), by George Jacob Holyoake",36796
"Bygones Worth Remembering, Vol. 1 (of 2), by George Jacob Holyoake",36795
"Myth, Ritual And Religion, Vol. 2 (of 2), by Andrew Lang",36794
"The Mormon Puzzle, and How to Solve It, by R. W. Beers",36791
"A Book About the Theater, by Brander Matthews",36790
"Critical Studies, by Ouida",36788
"Treading the Narrow Way, by R. E. Barrett",36785
"McClure's Magazine, Vol. 1, No. 4, September 1893, by Various",36784
"Twenty-Five Years in the Rifle Brigade, by William Surtees",36778
"Inventions in the Century, by William Henry Doolittle",36776
"Oxford Lectures on Poetry, by Andrew Cecil Bradley",36773
"The Hearts of Men, by H. Fielding",36772
"The Further Adventures of O'Neill in Holland, by J. Irwin Brown",36765
"In the Track of the Bookworm, by Irving Browne",36764
"Daisy; or, The Fairy Spectacles, by Caroline Snowden Guild",36759
"Cynthia Wakeham's Money, by Anna Katharine Green",36758
"The Child's Picture Book, by Anonymous",36755
"Knut Hamsun, by Hanna Astrup Larsen",36754
"The Mountains of Oregon, by William Gladstone Steel",36746
"McClure's Magazine, Vol. 1, No. 1, June 1893, by Various",36745
"The Child's Book About Moses, by Anonymous",36743
"The Strange Story of Rab R?, by M??",36739
"Molly Brown of Kentucky, by Nell Speed",36736
"Molly Brown's College Friends, by Nell Speed",36733
"Charlie Newcomer, by Wilbur B. Stover",36732
"Occultism and Common-Sense, by Beckles Willson",36730
"One Maid's Mischief, by George Manville Fenn",36723
"The Revision Revised, by John William Burgon",36722
"Recollections of a Varied Life, by George Cary Eggleston",36720
"The Scapegoat, by Richard Maples",36719
"Hookers, by Richard F. Mann and Rae Bourbon",36711
"The Black Opal, by Katharine Susannah Prichard",36710
"Charles' Journey to France, and Other Tales, by Anna Laetitia Barbauld",36707
"Verse and Worse, by Harry Graham",36702
"A New Medley of Memories, by David Hunter-Blair",36700
"Revisiting the Earth, by James Langdon Hill",36697
"The Whole Armour of God, by John Henry Jowett",36692
"Sketch of Dunbarton, New Hampshire, by Ella  Mills",36687
"The Vicar of Wrexhill, by Mrs. (Frances) Trollope",36686
"Fore!, by Charles Emmett Van Loan",36682
"An American, by Belle W. Gue",36679
"Sea Monsters Unmasked and Sea Fables Explained, by Henry Lee",36677
"Tripping with the Tucker Twins, by Nell Speed",36672
"The First Steps in Algebra, by George Albert Wentworth",36670
"A Discourse on the Evils of Dancing, by John F. Mesick",36667
"Goops and How to Be Them, by Gelett Burgess",36664
"John Leech, His Life and Work. Vol. 1, by William Powell Frith",36663
"The Palm Tree Blessing, by W. E. Shepard",36662
"Kentucky Poems, by Madison J. Cawein",36661
"Pleasure & Profit in Bible Study, by Dwight Moody",36655
"The Mystery of Francis Bacon, by William T. Smedley",36650
"Louisiana Beef Cattle, by William Carter Stubbs",36645
"A Tour throughout South Wales and Monmouthshire, by J. T. Barber",36643
"Chickamauga, Useless, Disastrous Battle, by Smith D  Atkins",36639
"A Key to Lord Tennyson's 'In Memoriam', by Alfred Gatty",36637
"A Night in Avignon, by Cale Young Rice",36636
"The Cup of Trembling and Other Stories, by Mary Hallock Foote",36625
"Dorrien of Cranston, by Bertram Mitford",36623
"Carry On!, by Virna Sheard",36618
"The Child Who Died and Lived Again, by Anonymous",36614
"The Influence of the Bible on Civilisation, by Ernst Von Dobschutz",36610
"The Immortal Lure, by Cale Young Rice",36609
"A Vendetta of the Desert, by William Charles Scully",36601
"Fordham's Feud, by Bertram Mitford",36593
"The Red Derelict, by Bertram Mitford",36588
"The Blind Beggar of Jericho, by Anonymous",36584
"Advice to Sunday School Children, by Anonymous",36582
"Dramatic Technique, by George Pierce Baker",36580
"The Student-Life of Germany, by William Howitt",36576
"Baby Jane's Mission, by Reginald Parnell",36574
"The Book of Riddles, by Anonymous",36571
"A Catalogue of Books Published by Methuen and Company,",36569
"February,",1908
"How to Get Strong and How to Stay So, by William Blaikie",36557
"Chaucer and His Times, by Grace E. Hadow",36554
"American Occupation of the Philippines 1898-1912, by James H. Blount",36542
"Unto This Last and Other Essays on Political Economy, by John Ruskin",36541
"Myths and Folk Tales of Ireland, by Jeremiah Curtin",36540
"Punch, or the London Charivari, Vol. 93., October 1, 1887, by Various",36537
"Gage's Instructions, by Thomas Gage and Ensign de Berniere",36536
"Antonio Stradivari, by Horace William Petherick",36535
"Great Masters in Painting: Perugino, by George C. Williamson",36521
"The Childhood of Distinguished Women, by Selina A. Bower",36519
"All Men are Ghosts, by L. P. Jacks",36518
"Harper's New Monthly Magazine, vol 1-98, 1850-1899, by Various",36516
"Our Army at the Front, by Heywood Broun",36514
"The Weight of the Crown, by Fred M. White",36511
"The Higher Court, by Mary Stewart Daggett",36509
"Freshwater Sponges, Hydroids & Polyzoa, by Nelson Annandale",36504
"Modern Society, by Julia Ward Howe",36489
"The Sweep Winner, by Nat Gould",36480
"Privateers and Privateering, by E. P. Statham",36475
"Summer Birds From the Yucatan Peninsula, by Erwin E. Klaas",36473
"A Day with Robert Schumann, by May Byron",36472
"A Butterfly on the Wheel, by Cyril Arthur Edward Ranger Gull",36467
"Glacier National Park [Montana], by United States Dept. of the Interior",36463
"Psychotherapy, by James J. Walsh",36450
"The Nineteenth Century Apostle of the Little Ones, by E. Uhlrich",36449
"Photogravure, by Henry R. Blaney",36446
"Studies in Old Testament History, by Jesse L. Hurlbut",36444
"The Story of an Untold Love, by Paul Leicester Ford",36439
"The Friars in the Philippines, by Ambrose Coleman",36438
Publications of the Society for Promoting Christian Knowledge (1902),36434
"Chronicles of the Schonberg-Cotta Family, by Elizabeth Rundle Charles",36433
"The Coming of Coal, by Robert W. Bruere",36432
"The Soul of Susan Yellam, by Horace Annesley Vachell",36428
"Jesus Fulfils the Law, by One of the Society of Friends",36425
"Lodges in the Wilderness, by William Charles Scully",36422
"By Veldt and Kopje, by William Charles Scully",36421
"The Story of Bacon's Rebellion, by Mary Newton Stanard",36410
"The International Monthly, Volume 4, No. 2, September, 1851, by Various",36405
"The Mythologies of Ancient Mexico and Peru, by Lewis Spence",36386
"The Squire's Daughter, by Silas Kitto Hocking",36384
"Wives and Widows; or The Broken Life, by Ann S. Stephens",36374
"If Any Man Sin, by H. A. Cody",36368
"J. Poindexter, Colored, by Irvin Shrewsbury Cobb",36365
"A Diplomatic Woman, by Huan Mee",36361
"Problems in Greek history, by John Pentland Mahaffy",36354
"The American Missionary -- Volume 39, No. 10, October, 1885, by Various",36350
"The Mandarin's Fan, by Fergus Hume",36346
"The Universe a Vast Electric Organism, by George Woodward Warder",36343
"In Both Worlds, by William Henry Holcombe",36342
"A Day with Samuel Taylor Coleridge, by May Byron",36337
"Gabriel Conroy, by Bert Harte",36336
"Little Erik of Sweden, by Madeline Brandeis",36333
"The Old Blood, by Frederick Palmer",36329
"Marjorie Dean High School Senior, by Pauline Lester",36325
"The Motor Maids by Palm and Pine, by Katherine Stokes",36320
"Radio Boys Rescue the Lost Alaska Expedition, by Gerald Breckenridge",36314
"A Day with Walt Whitman, by Maurice Clare",36305
"Rambles of a Naturalist, by John D. Godman",36304
"Average Americans, by Theodore Roosevelt",36292
"The Plurality of Worlds, by William Whewell and Edward Hitchcock",36288
"The Slayer Of Souls, by Robert Chambers",36281
"Letters of the Motor Girl, by Ethellyn Gardner",36280
"The Age of Tennyson, by Hugh Walker",36274
"When Were Our Gospels Written?, by Charles Bradlaugh",36267
"The Bible: what it is, by Charles Bradlaugh",36266
"The Impeachment of The House of Brunswick, by Charles Bradlaugh",36265
"The Beautiful People, by Charles Beaumont",36258
"The Fatal Falsehood, by Hannah More",36257
"Sounding the Ocean of Air, by A. Lawrence Rotch",36252
"Among the Canadian Alps, by Lawrence J. Burpee",36249
"The Red Mouse, by William Hamilton Osborne",36247
"Told In The Hills, by Marah Ellis Ryan",36246
"The Mystery of the Locks, by Edgar Watson Howe",36237
"Old Kensington, by Miss Thackeray",36235
"A Prisoner in Turkey, by John Still",36233
"The Camp Fire Girls' Careers, by Margaret Vandercook",36229
"The Eulogy of Richard Jefferies, by Walter Besant",36228
"Notes on the Kiowa Sun Dance, by Leslie Spier",36224
"The Boy with Wings, by Berta Ruck",36223
"Spinning-Wheel Stories, by Louisa May Alcott",36221
"My Little Sister, by Elizabeth Robins",36220
"Studies in Zechariah, by Arno C. Gaebelein",36216
"Famous Prima Donnas, by Lewis Clinton Strang",36215
"Ypres and the Battles of Ypres, by Unknown",36213
"Men, Women and Guns, by Herman Cyril McNeile",36211
"Three Sioux Scouts, by Elmer Russell Gregor",36210
"Nan Sherwood on the Mexican Border, by Annie Roe Carr",36202
"Francis Drake and the California Indians, 1579, by Robert F. Heizer",36201
"The Mystery of The Barranca, by Herman Whitaker",36198
"Our Calendar, by George Nichols Packer",36197
"Boston Neighbours In Town and Out, by Agnes Blake Poor",36196
"The Viceroys of Ireland, by Charles O'Mahony",36193
"In Search of a Son, by William Shepard Walsh",36189
"The Judicial Murder of Mary E. Surratt, by David Miller DeWitt",36188
"The Whale House of the Chilkat, by George T. Emmons",36182
"Nan Sherwood's Summer Holidays, by Annie Roe Carr",36176
"Letters of Major Jack Downing, of the Downingville Militia, Seba Smith",36175
"French Classics, by William Cleaver Wilkinson",36174
"A Rambler's lease, by Bradford Torrey",36173
